id,good,bad
0,6,0
1,29,0
2,0,0
3,0,0
4,5,0
5,6,0
6,5,0
7,2,0
8,3,0
9,2,0
10,0,0
11,0,0
12,25,0
13,0,0
14,14,0
15,11,0
16,7,0
17,5,0
18,22,0
19,5,0
20,0,0
21,1,0
22,9,0
23,8,0
24,5,0
25,8,0
26,6,0
27,22,0
28,4,0
29,5,0
30,7,0
31,0,0
32,7,0
33,10,0
34,11,0
35,20,0
36,8,0
37,9,0
38,4,0
39,14,0
40,5,0
41,5,0
42,2,0
43,5,0
44,11,0
45,6,0
46,5,0
47,2,0
48,8,0
49,10,0
50,12,0
51,3,0
52,1,0
53,1,0
54,5,0
55,6,0
56,7,0
57,8,0
58,4,0
59,0,0
60,0,0
61,10,0
62,2,0
63,8,0
64,27,0
65,0,0
66,14,0
67,9,0
68,7,0
69,5,0
70,10,0
71,5,0
72,9,0
73,1,0
74,0,0
75,9,0
76,20,0
77,0,0
78,4,0
79,0,0
80,14,0
81,2,0
82,10,0
83,3,0
84,2,0
85,2,0
86,4,0
87,5,0
88,0,0
89,9,0
90,7,0
91,4,0
92,17,0
93,6,0
94,15,0
95,0,0
96,5,0
97,8,0
98,14,0
99,6,0
100,6,0
101,1,0
102,2,0
103,4,0
104,11,0
105,5,0
106,11,0
107,0,0
108,19,0
109,4,0
110,12,0
111,8,0
112,1,0
113,0,0
114,11,0
115,14,0
116,4,0
117,8,0
118,21,0
119,6,0
120,11,0
121,17,0
122,1,0
123,8,0
124,0,0
125,12,0
126,6,0
127,29,0
128,8,0
129,0,0
130,0,0
131,4,0
132,0,0
133,5,0
134,0,0
135,5,0
136,8,0
137,9,0
138,5,0
139,13,0
140,1,0
141,0,0
142,5,0
143,6,0
144,13,0
145,4,0
146,1,0
147,0,0
148,0,0
149,4,0
150,0,0
151,8,0
152,1,0
153,9,0
154,15,0
155,14,0
156,14,0
157,9,0
158,6,0
159,2,0
160,28,0
161,1,0
162,6,0
163,11,0
164,11,0
165,2,0
166,4,0
167,9,0
168,7,0
169,7,0
170,2,0
171,3,0
172,0,0
173,11,0
174,3,0
175,16,0
176,11,0
177,13,0
178,0,0
179,15,0
180,4,0
181,10,0
182,2,0
183,2,0
184,11,0
185,3,0
186,0,0
187,22,0
188,0,0
189,5,0
190,16,0
191,0,0
192,12,0
193,9,0
194,4,0
195,5,0
196,17,0
197,4,0
198,0,0
199,0,0
200,14,0
201,0,0
202,11,0
203,8,0
204,4,0
205,0,0
206,1,0
207,5,0
208,14,0
209,0,0
210,7,0
211,4,0
212,12,0
213,15,0
214,13,0
215,0,0
216,8,0
